address,owner,phone,damage_prob,storm_tag,intensity,strike_date,dispatch_status
"107 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537213,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"108 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537214,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"109 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537215,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"110 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537216,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"111 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537217,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"112 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537218,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"113 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537219,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"114 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537220,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"115 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537221,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"116 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537222,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"117 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537223,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"118 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537224,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"119 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537225,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"120 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537226,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"121 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537227,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"122 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537228,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"123 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537229,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"124 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537230,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"125 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537231,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"126 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537232,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"127 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537233,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"128 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537234,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"129 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537235,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"130 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537236,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"131 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537237,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"132 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537238,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"133 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537239,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"134 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537240,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"135 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537241,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"136 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537242,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"137 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537243,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"138 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537244,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"139 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537245,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"140 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537246,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"141 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537247,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"142 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537248,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"143 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537249,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"144 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537250,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"145 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537251,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"146 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537252,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"147 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537253,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"148 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537254,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"149 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537255,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"150 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537256,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"151 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537257,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"152 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537258,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"153 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537259,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"154 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537260,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"155 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537261,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"156 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537262,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"157 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537263,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"158 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537264,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"159 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537265,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"160 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537266,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"161 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537267,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"162 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537268,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"163 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537269,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"164 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537270,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"165 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537271,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"166 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537272,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"167 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537273,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"168 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537274,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"169 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537275,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"170 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537276,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"171 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537277,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"172 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537278,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"173 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537279,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"174 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537280,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"175 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537281,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"176 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537282,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"177 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537283,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"178 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537284,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"179 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537285,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"180 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537286,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"181 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537287,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"182 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537288,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"183 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537289,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"184 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537290,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"185 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537291,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"186 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537292,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"187 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537293,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"188 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537294,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"189 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537295,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"190 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537296,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"191 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537297,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"192 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537298,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"193 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537299,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"194 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537300,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"195 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537301,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"196 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537302,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"197 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537303,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"198 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537304,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"199 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537305,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"200 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537306,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"201 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537307,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"202 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537308,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"203 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537309,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"204 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537310,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"205 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537311,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"206 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537312,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"207 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537313,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"208 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537314,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"209 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537315,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"210 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537316,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"211 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537317,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"212 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537318,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"213 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537319,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"214 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537320,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"215 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537321,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"216 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537322,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"217 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537323,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"218 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537324,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"219 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537325,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"220 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537326,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"221 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537327,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"222 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537328,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"223 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537329,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"224 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537330,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"225 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537331,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"226 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537332,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"227 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537333,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"228 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537334,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"229 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537335,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"230 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537336,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"231 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537337,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"232 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537338,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"233 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537339,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"234 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537340,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"235 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537341,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"236 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537342,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"237 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537343,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"238 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537344,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"239 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537345,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"240 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537346,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"241 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537347,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"242 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537348,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"243 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537349,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"244 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537350,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"245 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537351,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"246 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537352,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"247 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537353,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"248 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537354,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"249 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537355,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"250 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537356,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"251 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537357,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"252 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537358,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"253 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537359,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"254 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537360,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"255 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537361,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"256 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537362,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"257 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537363,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"258 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537364,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"259 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537365,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"260 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537366,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"261 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537367,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"262 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537368,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"263 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537369,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"264 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537370,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"265 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537371,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"266 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537372,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"267 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537373,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"268 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537374,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"269 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537375,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"270 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537376,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"271 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537377,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"272 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537378,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"273 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537379,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"274 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537380,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"275 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537381,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"276 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537382,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"277 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537383,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"278 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537384,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"279 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537385,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"280 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537386,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"281 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537387,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"282 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537388,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"283 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537389,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"284 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537390,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"285 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537391,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"286 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537392,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
"287 N Bryant Ave, Edmond, OK 73034",Homeowner,+140555537393,6250.0%,ISOLATED,Hail,2026-03-10,QUEUED_FOR_BLAND_AI
