phone_number,first_name,last_name,property_address,city,state,zip_code,hail_date,hail_size,storm_type,damage_probability,structures_hit,image_findings,lead_priority
+16905583864,Allen,Murphy,252 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.12,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12584202862,Angela,Wright,254 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.44,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15195898149,Jason,Spencer,255 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.5,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+14207154574,Kimberly,Taylor,256 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.75,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12359450807,Evan,Cruz,257 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.54,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+17165256154,Christina,Clark,258 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.75,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19550774559,Scott,Wang,259 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.59,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19325118253,Crystal,Kelly,260 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.63,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16076781574,Amy,Nichols,261 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,78.56,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11865580918,Robin,Lynch,262 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,21.79,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12485060304,Janice,Mitchell,263 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,77.94,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+18304626338,Mary,Hayes,264 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,22.0,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+18657527559,Joseph,Peck,265 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,77.73,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13544646270,Daniel,Lewis,266 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,22.11,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+17795038060,Mariah,Williams,267 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,76.68,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10540794034,Timothy,Parrish,268 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,22.44,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13049951330,Mike,Trevino,269 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,75.55,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19443145239,Sara,Miller,270 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,22.66,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13201844726,Nathan,Sanchez,271 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,74.51,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11020625255,Taylor,Gill,273 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,73.87,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19618115028,Monica,White,274 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,23.24,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+17853897627,Jessica,Brown,275 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,72.63,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13006184766,Katherine,Campbell,276 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.9,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16255916699,Anna,Smith,277 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,71.88,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12367284016,Joyce,Brown,278 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.66,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15454211117,Debra,Barajas,279 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,70.38,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12037128523,Grant,Lawson,280 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.56,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+14195162442,Robert,Flores,281 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,69.13,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11905849654,Mark,Ortiz,282 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.54,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16087987796,David,Mann,283 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,67.44,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10175676530,Michele,Mcdaniel,284 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.49,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+12995977377,Carolyn,Clayton,285 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,65.59,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+19107501609,Amber,Keller,286 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.45,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+15622287400,Thomas,Young,287 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,64.31,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+13861269352,Jennifer,Taylor,288 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.48,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+14072596365,Benjamin,Meadows,289 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.85,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+11892674751,Sara,Spears,290 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.28,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+16365946950,Mark,Watkins,291 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.6,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
+10368427715,Christine,Griffin,292 Indiana Ave,Wichita Falls,TX,76301,2026-04-25,3.0,Hail,20.28,Primary roof system and ancillary structures,Forensic scan flagged property following Hail event.,PRIORITY_2_LIKELY_DAMAGE
